"CCRYP_KC8782" "CDUBI_KC8779" "CDUBI_KC8780" "CDUBI_KC8781" "CGRAY_KC8769" "CGRAY_KC8770" "CGRAY_KC8771" "CHAMU_KC8582" "CHAMU_KC8601" "CHAMU_KC8602" "CNERT_KC8482" "CNERT_KC8483" "CNERT_KC8484" "CRUST_KC8774" "CRUST_KC8775" "CSETO_KC8659" "CSETO_KC8660" "CSETO_KC8661" "CTENE_KC8583" "CTENE_KC8585" "CTENE_KC8587" "OAUST_KC8577" "OAUST_KC8579" "OAUST_KC8580" "OINCO_KC8597" "OINCO_KC8598" "PFALL_KC8497" "PFALL_KC8498" "PFALL_KC8499" "PHORS_KC8784" "PHORS_KC8785" "PLUCI_KC8540" "PLUCI_KC8783" "PPALL_KC8786"
"OG0001232" 1549 6772 6772 6772 3776 3776 3776 979 979 979 4626 4626 4626 5868 5868 2730 2730 2730 5303 5303 5303 9951 9951 9951 3195 3195 4221 4221 4221 4921 4921 2135 2135 1325
"OG0001233" 415 3305 3305 3305 3182 3182 3182 1149 1149 1149 2492 2492 2492 3900 3900 337 337 337 13979 13979 13979 3682 3682 3682 6833 6833 3408 3408 3408 7727 7727 8079 8079 2186
"OG0001234" 737 4580 4580 4580 5326 5326 5326 882 882 882 3825 3825 3825 1263 1263 1338 1338 1338 8208 8208 8208 8090 8090 8090 9100 9100 1286 1286 1286 3170 3170 7844 7844 937
"OG0001235" 5486 6150 6150 6150 29052 29052 29052 3031 3031 3031 16557 16557 16557 5806 5806 9542 9542 9542 14124 14124 14124 17883 17883 17883 19253 19253 6173 6173 6173 5608 5608 25143 25143 5503
"OG0001236" 1164 2346 2346 2346 970 970 970 5202 5202 5202 888 888 888 2490 2490 1208 1208 1208 1233 1233 1233 3132 3132 3132 8928 8928 369 369 369 326 326 2408 2408 672
"OG0001237" 2042 6356 6356 6356 10936 10936 10936 5253 5253 5253 10595 10595 10595 4708 4708 2936 2936 2936 11945 11945 11945 7763 7763 7763 8672 8672 3781 3781 3781 3864 3864 4192 4192 2904
"OG0001240" 2196 8549 8549 8549 10534 10534 10534 3463 3463 3463 4050 4050 4050 2683 2683 892 892 892 6609 6609 6609 3921 3921 3921 6703 6703 5518 5518 5518 5632 5632 2703 2703 922
"OG0001241" 1932 2380 2380 2380 4566 4566 4566 3286 3286 3286 2471 2471 2471 8252 8252 2159 2159 2159 7887 7887 7887 7237 7237 7237 13849 13849 1854 1854 1854 3060 3060 6186 6186 2278
"OG0001242" 4878 7811 7811 7811 11637 11637 11637 1749 1749 1749 11897 11897 11897 9911 9911 12018 12018 12018 8482 8482 8482 6113 6113 6113 13654 13654 3985 3985 3985 6649 6649 19466 19466 2135
"OG0001244" 1748 831 831 831 1164 1164 1164 1432 1432 1432 1263 1263 1263 812 812 7248 7248 7248 638 638 638 541 541 541 10630 10630 1755 1755 1755 1913 1913 1887 1887 1062
"OG0001245" 3646 2902 2902 2902 6346 6346 6346 1261 1261 1261 1242 1242 1242 1149 1149 2264 2264 2264 2252 2252 2252 2565 2565 2565 3704 3704 24188 24188 24188 6489 6489 9582 9582 6002
"OG0001246" 1320 7531 7531 7531 2135 2135 2135 3686 3686 3686 4785 4785 4785 2328 2328 7515 7515 7515 6573 6573 6573 6900 6900 6900 5837 5837 5398 5398 5398 3506 3506 4430 4430 4698
"OG0001247" 4831 10305 10305 10305 5850 5850 5850 637 637 637 9457 9457 9457 19133 19133 1716 1716 1716 4100 4100 4100 8679 8679 8679 26995 26995 8362 8362 8362 2461 2461 17120 17120 4444
"OG0001249" 2188 6656 6656 6656 10670 10670 10670 1794 1794 1794 11005 11005 11005 11351 11351 5785 5785 5785 15920 15920 15920 21009 21009 21009 18733 18733 6117 6117 6117 6018 6018 7172 7172 2462
"OG0001250" 4100 9331 9331 9331 21291 21291 21291 9988 9988 9988 16736 16736 16736 3806 3806 13311 13311 13311 6972 6972 6972 2324 2324 2324 9501 9501 1560 1560 1560 2843 2843 22210 22210 6759
"OG0001251" 3084 2398 2398 2398 2866 2866 2866 2785 2785 2785 2857 2857 2857 1717 1717 7341 7341 7341 4354 4354 4354 1373 1373 1373 1905 1905 2007 2007 2007 2640 2640 3020 3020 2262
"OG0001252" 5135 5119 5119 5119 15997 15997 15997 4172 4172 4172 11253 11253 11253 5686 5686 10070 10070 10070 5173 5173 5173 9401 9401 9401 17231 17231 4811 4811 4811 10671 10671 5172 5172 8396
"OG0001254" 3058 12420 12420 12420 6881 6881 6881 8272 8272 8272 12139 12139 12139 37868 37868 6809 6809 6809 8891 8891 8891 19764 19764 19764 13653 13653 14720 14720 14720 12755 12755 15693 15693 5515
"OG0001255" 5720 36227 36227 36227 32794 32794 32794 2187 2187 2187 19064 19064 19064 9617 9617 1693 1693 1693 4332 4332 4332 14324 14324 14324 27154 27154 4273 4273 4273 21306 21306 3941 3941 10330
"OG0001256" 653 3030 3030 3030 11636 11636 11636 2235 2235 2235 4184 4184 4184 2426 2426 4453 4453 4453 5993 5993 5993 1418 1418 1418 2776 2776 1499 1499 1499 1733 1733 4489 4489 2267
"OG0001261" 9452 14883 14883 14883 22303 22303 22303 6858 6858 6858 14059 14059 14059 10660 10660 18318 18318 18318 10359 10359 10359 22206 22206 22206 35612 35612 7254 7254 7254 12664 12664 14845 14845 11943
"OG0001262" 903 1902 1902 1902 721 721 721 2631 2631 2631 320 320 320 1983 1983 843 843 843 4788 4788 4788 1085 1085 1085 5968 5968 312 312 312 1189 1189 6301 6301 949
"OG0001271" 866 2868 2868 2868 5666 5666 5666 1812 1812 1812 3507 3507 3507 2895 2895 1699 1699 1699 13542 13542 13542 3713 3713 3713 6313 6313 3104 3104 3104 2745 2745 3906 3906 1417
"OG0001272" 770 6640 6640 6640 12899 12899 12899 9449 9449 9449 27716 27716 27716 5190 5190 8302 8302 8302 12425 12425 12425 10409 10409 10409 13478 13478 7822 7822 7822 2759 2759 1700 1700 793
"OG0001273" 856 2540 2540 2540 2429 2429 2429 342 342 342 2251 2251 2251 1899 1899 4034 4034 4034 1823 1823 1823 4018 4018 4018 14660 14660 2439 2439 2439 8101 8101 13374 13374 1117
"OG0001274" 328 1959 1959 1959 3367 3367 3367 9918 9918 9918 6847 6847 6847 591 591 1092 1092 1092 5596 5596 5596 12603 12603 12603 3657 3657 5644 5644 5644 2525 2525 1936 1936 1357
"OG0001275" 740 2848 2848 2848 8520 8520 8520 1539 1539 1539 3178 3178 3178 5021 5021 332 332 332 14745 14745 14745 11415 11415 11415 23329 23329 1432 1432 1432 750 750 2418 2418 719
"OG0001276" 1100 7444 7444 7444 2513 2513 2513 1168 1168 1168 3165 3165 3165 2294 2294 3527 3527 3527 10077 10077 10077 3267 3267 3267 10096 10096 1376 1376 1376 5413 5413 13296 13296 1293
"OG0001277" 1370 8556 8556 8556 8946 8946 8946 2766 2766 2766 2977 2977 2977 3704 3704 1939 1939 1939 7142 7142 7142 4834 4834 4834 4552 4552 1642 1642 1642 2814 2814 3818 3818 1517
"OG0001279" 1128 7983 7983 7983 4582 4582 4582 806 806 806 7595 7595 7595 14403 14403 2737 2737 2737 4804 4804 4804 1791 1791 1791 8271 8271 5419 5419 5419 4643 4643 7087 7087 2733
"OG0001280" 826 5987 5987 5987 10271 10271 10271 730 730 730 2945 2945 2945 3979 3979 1322 1322 1322 3722 3722 3722 3089 3089 3089 9332 9332 2290 2290 2290 4960 4960 4607 4607 2753
"OG0001281" 1351 3470 3470 3470 2640 2640 2640 1809 1809 1809 2932 2932 2932 2922 2922 2175 2175 2175 4633 4633 4633 1344 1344 1344 1353 1353 3668 3668 3668 1326 1326 1364 1364 1865
"OG0001282" 3105 8663 8663 8663 3907 3907 3907 3146 3146 3146 5504 5504 5504 4112 4112 2492 2492 2492 19633 19633 19633 5257 5257 5257 11090 11090 3693 3693 3693 6788 6788 6253 6253 2524
"OG0001284" 3531 6154 6154 6154 9604 9604 9604 2892 2892 2892 12106 12106 12106 16614 16614 12151 12151 12151 13942 13942 13942 23122 23122 23122 16006 16006 9673 9673 9673 5929 5929 11824 11824 4897
"OG0001287" 2013 6170 6170 6170 8589 8589 8589 1093 1093 1093 4668 4668 4668 4391 4391 3244 3244 3244 11319 11319 11319 8311 8311 8311 11218 11218 3700 3700 3700 3056 3056 4652 4652 3272
"OG0001288" 1030 7361 7361 7361 3199 3199 3199 2154 2154 2154 3148 3148 3148 2884 2884 1420 1420 1420 4345 4345 4345 8984 8984 8984 18160 18160 1213 1213 1213 33434 33434 2954 2954 658
"OG0001290" 626 6557 6557 6557 5795 5795 5795 3040 3040 3040 4838 4838 4838 3201 3201 4336 4336 4336 7137 7137 7137 7982 7982 7982 3809 3809 2109 2109 2109 3731 3731 6386 6386 3142
"OG0001291" 513 2155 2155 2155 7401 7401 7401 2149 2149 2149 1475 1475 1475 2255 2255 3204 3204 3204 10468 10468 10468 13378 13378 13378 22036 22036 2522 2522 2522 1143 1143 5622 5622 973
"OG0001292" 2966 10197 10197 10197 16088 16088 16088 1241 1241 1241 12951 12951 12951 6796 6796 1802 1802 1802 7344 7344 7344 21345 21345 21345 10150 10150 5160 5160 5160 7694 7694 9259 9259 1969
"OG0001293" 1282 5852 5852 5852 10622 10622 10622 1492 1492 1492 5257 5257 5257 12184 12184 3091 3091 3091 22583 22583 22583 30634 30634 30634 12988 12988 5206 5206 5206 3363 3363 10973 10973 1375
"OG0001294" 2716 9182 9182 9182 12215 12215 12215 1820 1820 1820 1107 1107 1107 3254 3254 3289 3289 3289 8588 8588 8588 14590 14590 14590 9604 9604 1373 1373 1373 5068 5068 6464 6464 2242
"OG0001296" 7514 3654 3654 3654 6016 6016 6016 8112 8112 8112 471 471 471 1224 1224 2795 2795 2795 9191 9191 9191 5708 5708 5708 6715 6715 2633 2633 2633 2692 2692 1763 1763 8448
"OG0001297" 6107 4063 4063 4063 12508 12508 12508 4781 4781 4781 8646 8646 8646 13939 13939 8080 8080 8080 7555 7555 7555 12700 12700 12700 5619 5619 5103 5103 5103 5713 5713 8878 8878 7978
"OG0001298" 2033 2582 2582 2582 14155 14155 14155 1737 1737 1737 9010 9010 9010 4178 4178 2808 2808 2808 3506 3506 3506 2783 2783 2783 9087 9087 3171 3171 3171 6727 6727 8857 8857 1797
"OG0001299" 1592 19946 19946 19946 15944 15944 15944 1834 1834 1834 10099 10099 10099 15862 15862 3590 3590 3590 19887 19887 19887 1022 1022 1022 39019 39019 3475 3475 3475 9368 9368 5536 5536 9627
"OG0001300" 929 9640 9640 9640 10618 10618 10618 1731 1731 1731 4776 4776 4776 6457 6457 3026 3026 3026 9390 9390 9390 9320 9320 9320 20480 20480 4241 4241 4241 10937 10937 6585 6585 2155
"OG0001301" 1967 3387 3387 3387 9284 9284 9284 2769 2769 2769 15133 15133 15133 3411 3411 4096 4096 4096 15248 15248 15248 7792 7792 7792 24761 24761 8556 8556 8556 1193 1193 3825 3825 3120
"OG0001302" 828 2087 2087 2087 2854 2854 2854 2285 2285 2285 4092 4092 4092 1609 1609 4648 4648 4648 7592 7592 7592 5225 5225 5225 24051 24051 3020 3020 3020 5947 5947 4926 4926 1362
"OG0001303" 1381 4310 4310 4310 3642 3642 3642 1835 1835 1835 3961 3961 3961 1767 1767 2325 2325 2325 4601 4601 4601 5230 5230 5230 10053 10053 4097 4097 4097 2917 2917 2117 2117 1662
"OG0001305" 1089 3389 3389 3389 11944 11944 11944 8269 8269 8269 7830 7830 7830 2972 2972 1546 1546 1546 5946 5946 5946 5252 5252 5252 10933 10933 4778 4778 4778 1243 1243 8840 8840 3442
"OG0001306" 1597 7074 7074 7074 5357 5357 5357 2168 2168 2168 12642 12642 12642 3198 3198 3860 3860 3860 4511 4511 4511 4530 4530 4530 11749 11749 1730 1730 1730 5725 5725 2325 2325 2561
"OG0001308" 3665 3068 3068 3068 12670 12670 12670 1334 1334 1334 18636 18636 18636 2166 2166 10188 10188 10188 4164 4164 4164 9174 9174 9174 8433 8433 1440 1440 1440 2695 2695 20896 20896 2304
"OG0001309" 1321 14244 14244 14244 8160 8160 8160 920 920 920 2347 2347 2347 4314 4314 1686 1686 1686 6246 6246 6246 11568 11568 11568 5786 5786 4948 4948 4948 4801 4801 8949 8949 2701
"OG0001311" 2001 3607 3607 3607 512 512 512 4578 4578 4578 414 414 414 749 749 8445 8445 8445 5791 5791 5791 2173 2173 2173 8524 8524 2567 2567 2567 4440 4440 2091 2091 7146
"OG0001312" 1745 3892 3892 3892 2794 2794 2794 1731 1731 1731 2148 2148 2148 5324 5324 1966 1966 1966 2261 2261 2261 4548 4548 4548 2901 2901 965 965 965 1412 1412 4266 4266 3468
"OG0001316" 828 2312 2312 2312 7178 7178 7178 2738 2738 2738 1713 1713 1713 376 376 3829 3829 3829 4276 4276 4276 7071 7071 7071 1660 1660 2942 2942 2942 2839 2839 3838 3838 726
"OG0001318" 5171 12222 12222 12222 16125 16125 16125 1317 1317 1317 24194 24194 24194 4289 4289 7530 7530 7530 8378 8378 8378 19936 19936 19936 41986 41986 3674 3674 3674 11268 11268 12763 12763 2611
"OG0001319" 1257 3052 3052 3052 3692 3692 3692 753 753 753 5100 5100 5100 7478 7478 3374 3374 3374 4413 4413 4413 4229 4229 4229 6203 6203 6041 6041 6041 2748 2748 3196 3196 455
"OG0001320" 2097 7410 7410 7410 18953 18953 18953 1833 1833 1833 13426 13426 13426 10136 10136 20928 20928 20928 33884 33884 33884 52798 52798 52798 27905 27905 3070 3070 3070 16113 16113 33255 33255 5049
"OG0001321" 10440 5575 5575 5575 14107 14107 14107 7104 7104 7104 4783 4783 4783 7394 7394 5204 5204 5204 9262 9262 9262 7810 7810 7810 9221 9221 14303 14303 14303 8967 8967 13979 13979 4105
"OG0001323" 841 17736 17736 17736 21795 21795 21795 48866 48866 48866 8305 8305 8305 2386 2386 7192 7192 7192 10926 10926 10926 5772 5772 5772 14343 14343 3173 3173 3173 3082 3082 17787 17787 2402
"OG0001325" 5066 7870 7870 7870 10389 10389 10389 3357 3357 3357 10701 10701 10701 1852 1852 4572 4572 4572 5742 5742 5742 6547 6547 6547 14650 14650 8040 8040 8040 765 765 7894 7894 2249
"OG0001327" 2246 13503 13503 13503 27494 27494 27494 1484 1484 1484 5195 5195 5195 12678 12678 2682 2682 2682 15759 15759 15759 11560 11560 11560 14786 14786 3408 3408 3408 10378 10378 9378 9378 2101
"OG0001328" 4751 5076 5076 5076 6051 6051 6051 2590 2590 2590 1296 1296 1296 4053 4053 3868 3868 3868 7725 7725 7725 4784 4784 4784 36263 36263 5763 5763 5763 3491 3491 2920 2920 2289
"OG0001330" 4917 4948 4948 4948 46082 46082 46082 4281 4281 4281 6563 6563 6563 25564 25564 9690 9690 9690 6055 6055 6055 9552 9552 9552 27478 27478 13947 13947 13947 11545 11545 17854 17854 3652
"OG0001331" 1196 5491 5491 5491 7111 7111 7111 2539 2539 2539 2781 2781 2781 375 375 2302 2302 2302 3057 3057 3057 1122 1122 1122 3391 3391 4584 4584 4584 416 416 1146 1146 770
"OG0001332" 7780 2689 2689 2689 1492 1492 1492 2601 2601 2601 1414 1414 1414 3692 3692 7534 7534 7534 18738 18738 18738 14501 14501 14501 8882 8882 8882 8882 8882 6542 6542 3533 3533 3910
"OG0001333" 8018 28408 28408 28408 17546 17546 17546 9228 9228 9228 14969 14969 14969 8895 8895 7873 7873 7873 7106 7106 7106 45379 45379 45379 20302 20302 13067 13067 13067 10820 10820 7851 7851 11095
"OG0001335" 5537 19918 19918 19918 13823 13823 13823 10870 10870 10870 8263 8263 8263 16224 16224 14598 14598 14598 23004 23004 23004 12669 12669 12669 6961 6961 4290 4290 4290 3204 3204 6989 6989 5643
"OG0001336" 1525 2054 2054 2054 1267 1267 1267 2026 2026 2026 682 682 682 1719 1719 1305 1305 1305 1200 1200 1200 1926 1926 1926 1319 1319 659 659 659 1514 1514 2447 2447 1577
"OG0001344" 4855 8659 8659 8659 9093 9093 9093 4932 4932 4932 5154 5154 5154 2476 2476 2907 2907 2907 7809 7809 7809 11445 11445 11445 10171 10171 3401 3401 3401 3935 3935 6603 6603 3526
"OG0001346" 2658 10797 10797 10797 8761 8761 8761 2412 2412 2412 3566 3566 3566 3188 3188 1635 1635 1635 3887 3887 3887 3471 3471 3471 5205 5205 1794 1794 1794 8200 8200 9804 9804 3753
"OG0001347" 1068 3066 3066 3066 27631 27631 27631 23948 23948 23948 10719 10719 10719 1158 1158 8689 8689 8689 6748 6748 6748 20350 20350 20350 21250 21250 12771 12771 12771 2934 2934 5064 5064 390
"OG0001348" 773 3111 3111 3111 6665 6665 6665 2006 2006 2006 11269 11269 11269 2153 2153 2503 2503 2503 3070 3070 3070 14777 14777 14777 8558 8558 6201 6201 6201 4092 4092 14641 14641 1214
"OG0001349" 322 5777 5777 5777 7694 7694 7694 3327 3327 3327 6083 6083 6083 3613 3613 2602 2602 2602 4461 4461 4461 10532 10532 10532 7264 7264 3685 3685 3685 2843 2843 4250 4250 1272
"OG0001350" 369 6595 6595 6595 7160 7160 7160 1674 1674 1674 7358 7358 7358 1845 1845 4999 4999 4999 8107 8107 8107 9965 9965 9965 10996 10996 1236 1236 1236 3890 3890 4640 4640 1006
"OG0001351" 2768 16179 16179 16179 12624 12624 12624 13556 13556 13556 6452 6452 6452 11696 11696 9574 9574 9574 8298 8298 8298 22027 22027 22027 15611 15611 8248 8248 8248 5958 5958 3163 3163 6978
"OG0001352" 781 7833 7833 7833 3859 3859 3859 10010 10010 10010 5771 5771 5771 3878 3878 1944 1944 1944 32524 32524 32524 16937 16937 16937 18408 18408 4739 4739 4739 8497 8497 4977 4977 1953
"OG0001353" 1147 3604 3604 3604 5514 5514 5514 2388 2388 2388 3776 3776 3776 3146 3146 2033 2033 2033 2326 2326 2326 5727 5727 5727 4253 4253 2203 2203 2203 2589 2589 16501 16501 1379
"OG0001354" 589 4423 4423 4423 4585 4585 4585 4119 4119 4119 3145 3145 3145 8062 8062 2619 2619 2619 11651 11651 11651 13999 13999 13999 19487 19487 3729 3729 3729 2470 2470 11262 11262 739
"OG0001355" 1377 6342 6342 6342 11315 11315 11315 2352 2352 2352 14600 14600 14600 4925 4925 3798 3798 3798 3969 3969 3969 24780 24780 24780 27595 27595 3031 3031 3031 3811 3811 4873 4873 1703
"OG0001357" 2550 9715 9715 9715 3945 3945 3945 9847 9847 9847 10523 10523 10523 1961 1961 9037 9037 9037 8080 8080 8080 7352 7352 7352 35664 35664 2479 2479 2479 4183 4183 23775 23775 3534
"OG0001358" 11511 18196 18196 18196 37365 37365 37365 10135 10135 10135 30937 30937 30937 23176 23176 10810 10810 10810 24964 24964 24964 25483 25483 25483 42229 42229 19810 19810 19810 16424 16424 15326 15326 11254
"OG0001359" 3051 5485 5485 5485 5719 5719 5719 1309 1309 1309 7931 7931 7931 17557 17557 3935 3935 3935 12253 12253 12253 4966 4966 4966 10531 10531 5087 5087 5087 3684 3684 9927 9927 3716
"OG0001360" 1095 1719 1719 1719 2793 2793 2793 5166 5166 5166 9815 9815 9815 2779 2779 9056 9056 9056 10615 10615 10615 7131 7131 7131 9596 9596 2792 2792 2792 4008 4008 5253 5253 5435
"OG0001361" 4386 11707 11707 11707 13559 13559 13559 1556 1556 1556 11298 11298 11298 8292 8292 8761 8761 8761 17497 17497 17497 17319 17319 17319 23118 23118 7252 7252 7252 17487 17487 9885 9885 4726
"OG0001362" 5114 12641 12641 12641 13320 13320 13320 1082 1082 1082 5502 5502 5502 6104 6104 6859 6859 6859 3315 3315 3315 2147 2147 2147 9345 9345 2760 2760 2760 6216 6216 1753 1753 3201
"OG0001363" 1053 2436 2436 2436 4843 4843 4843 3213 3213 3213 3378 3378 3378 885 885 7679 7679 7679 7255 7255 7255 6174 6174 6174 1673 1673 1687 1687 1687 2740 2740 10875 10875 2093
"OG0001365" 1379 7583 7583 7583 8847 8847 8847 487 487 487 7617 7617 7617 6038 6038 6143 6143 6143 7419 7419 7419 9569 9569 9569 12573 12573 2010 2010 2010 4663 4663 9790 9790 1798
"OG0001367" 888 11019 11019 11019 14890 14890 14890 15438 15438 15438 7929 7929 7929 1367 1367 4447 4447 4447 11348 11348 11348 6298 6298 6298 10716 10716 2835 2835 2835 21620 21620 8627 8627 5890
"OG0001369" 6069 6452 6452 6452 5884 5884 5884 474 474 474 6751 6751 6751 3721 3721 5651 5651 5651 3809 3809 3809 9527 9527 9527 6220 6220 3889 3889 3889 4872 4872 5493 5493 6292
"OG0001370" 2000 2531 2531 2531 656 656 656 8052 8052 8052 8465 8465 8465 8048 8048 7235 7235 7235 5241 5241 5241 14889 14889 14889 14890 14890 11150 11150 11150 2051 2051 6862 6862 1169
"OG0001371" 2989 2740 2740 2740 8880 8880 8880 676 676 676 7627 7627 7627 6451 6451 2901 2901 2901 4091 4091 4091 5701 5701 5701 11409 11409 2304 2304 2304 3160 3160 3192 3192 2308
"OG0001374" 5701 12889 12889 12889 11684 11684 11684 2078 2078 2078 8981 8981 8981 4820 4820 28716 28716 28716 15304 15304 15304 11888 11888 11888 14972 14972 2195 2195 2195 17217 17217 13627 13627 13368
"OG0001375" 784 5587 5587 5587 8534 8534 8534 2739 2739 2739 6077 6077 6077 8027 8027 3166 3166 3166 9157 9157 9157 12161 12161 12161 9442 9442 7482 7482 7482 7242 7242 17779 17779 3281
"OG0001376" 2795 3045 3045 3045 10364 10364 10364 2362 2362 2362 26206 26206 26206 7096 7096 3183 3183 3183 65407 65407 65407 18276 18276 18276 19199 19199 5936 5936 5936 3234 3234 14184 14184 2888
"OG0001377" 3062 3035 3035 3035 1321 1321 1321 1942 1942 1942 1213 1213 1213 2510 2510 314 314 314 1512 1512 1512 905 905 905 373 373 2054 2054 2054 3664 3664 2360 2360 4078
"OG0001378" 6498 29812 29812 29812 13539 13539 13539 8330 8330 8330 16386 16386 16386 20951 20951 13834 13834 13834 24739 24739 24739 16224 16224 16224 23484 23484 1653 1653 1653 5617 5617 10748 10748 7583
"OG0001379" 2183 19446 19446 19446 12845 12845 12845 6670 6670 6670 14331 14331 14331 1381 1381 9363 9363 9363 13489 13489 13489 8021 8021 8021 12647 12647 1656 1656 1656 6423 6423 4064 4064 6124
"OG0001381" 4032 27427 27427 27427 15145 15145 15145 16405 16405 16405 36159 36159 36159 12845 12845 2768 2768 2768 7051 7051 7051 2297 2297 2297 17612 17612 5878 5878 5878 3409 3409 33718 33718 463
"OG0001382" 1860 10200 10200 10200 18807 18807 18807 1383 1383 1383 9304 9304 9304 2806 2806 2972 2972 2972 5783 5783 5783 19996 19996 19996 6980 6980 6798 6798 6798 17892 17892 6024 6024 1857
"OG0001383" 1665 12432 12432 12432 44999 44999 44999 28907 28907 28907 37447 37447 37447 39824 39824 31862 31862 31862 22114 22114 22114 50103 50103 50103 12883 12883 12542 12542 12542 15160 15160 25280 25280 4237
"OG0001385" 4605 5754 5754 5754 5272 5272 5272 3079 3079 3079 5536 5536 5536 13580 13580 10791 10791 10791 7972 7972 7972 12435 12435 12435 10832 10832 7168 7168 7168 3327 3327 3101 3101 8147
"OG0001386" 1521 6152 6152 6152 5039 5039 5039 861 861 861 3897 3897 3897 3463 3463 3035 3035 3035 4391 4391 4391 7038 7038 7038 5383 5383 1170 1170 1170 2626 2626 3610 3610 1036
"OG0001401" 1320 7858 7858 7858 9176 9176 9176 2121 2121 2121 7712 7712 7712 3370 3370 1630 1630 1630 16910 16910 16910 16457 16457 16457 31739 31739 3168 3168 3168 3938 3938 3449 3449 2697
"OG0001405" 1160 4365 4365 4365 25292 25292 25292 4296 4296 4296 16709 16709 16709 5027 5027 4052 4052 4052 9870 9870 9870 30246 30246 30246 19712 19712 2963 2963 2963 3639 3639 5493 5493 324
"OG0001407" 5946 2553 2553 2553 6094 6094 6094 2949 2949 2949 1095 1095 1095 2284 2284 7650 7650 7650 2348 2348 2348 7467 7467 7467 6601 6601 1816 1816 1816 2423 2423 2305 2305 3330
"OG0001408" 3500 8898 8898 8898 4310 4310 4310 1561 1561 1561 5376 5376 5376 10384 10384 2623 2623 2623 9213 9213 9213 10803 10803 10803 25942 25942 3440 3440 3440 4691 4691 5642 5642 1726
"OG0001409" 1429 5431 5431 5431 6866 6866 6866 634 634 634 1280 1280 1280 6345 6345 3120 3120 3120 5080 5080 5080 5322 5322 5322 11541 11541 1379 1379 1379 2499 2499 9380 9380 1295
"OG0001410" 816 20459 20459 20459 6895 6895 6895 342 342 342 7784 7784 7784 6436 6436 2568 2568 2568 12686 12686 12686 9182 9182 9182 16421 16421 2395 2395 2395 2687 2687 5529 5529 397
"OG0001411" 2878 2382 2382 2382 6994 6994 6994 1807 1807 1807 5247 5247 5247 2578 2578 2815 2815 2815 6246 6246 6246 2502 2502 2502 7292 7292 3320 3320 3320 3473 3473 2002 2002 2494
"OG0001412" 702 7749 7749 7749 4060 4060 4060 776 776 776 5356 5356 5356 2615 2615 1722 1722 1722 4158 4158 4158 7943 7943 7943 12394 12394 1177 1177 1177 4396 4396 5408 5408 1342
"OG0001413" 6293 16390 16390 16390 19586 19586 19586 6539 6539 6539 21450 21450 21450 14388 14388 9092 9092 9092 33831 33831 33831 48809 48809 48809 20504 20504 13879 13879 13879 14489 14489 19074 19074 4514
"OG0001414" 1516 6403 6403 6403 15013 15013 15013 1627 1627 1627 7696 7696 7696 3197 3197 1869 1869 1869 4525 4525 4525 2209 2209 2209 9047 9047 1137 1137 1137 2600 2600 8695 8695 688
"OG0001415" 1207 7995 7995 7995 17188 17188 17188 3984 3984 3984 3185 3185 3185 12793 12793 8203 8203 8203 13908 13908 13908 13838 13838 13838 7796 7796 6500 6500 6500 2624 2624 13683 13683 304
"OG0001416" 1353 1291 1291 1291 16060 16060 16060 409 409 409 3374 3374 3374 3241 3241 1252 1252 1252 3166 3166 3166 26107 26107 26107 17131 17131 746 746 746 2117 2117 7005 7005 1559
"OG0001417" 3879 5133 5133 5133 2863 2863 2863 370 370 370 1927 1927 1927 7768 7768 901 901 901 11097 11097 11097 11242 11242 11242 4207 4207 1784 1784 1784 3403 3403 4045 4045 1149
"OG0001418" 4450 13479 13479 13479 7820 7820 7820 6536 6536 6536 9330 9330 9330 6769 6769 6304 6304 6304 8853 8853 8853 12717 12717 12717 14072 14072 6949 6949 6949 14958 14958 16402 16402 8698
"OG0001419" 1428 10324 10324 10324 5935 5935 5935 3228 3228 3228 8281 8281 8281 6538 6538 2298 2298 2298 3264 3264 3264 16380 16380 16380 14101 14101 641 641 641 6527 6527 6040 6040 847
"OG0001420" 2691 8922 8922 8922 11053 11053 11053 865 865 865 5134 5134 5134 12910 12910 9590 9590 9590 3040 3040 3040 7166 7166 7166 10695 10695 6678 6678 6678 8249 8249 11902 11902 1993
"OG0001421" 2358 8129 8129 8129 11593 11593 11593 9255 9255 9255 21830 21830 21830 2643 2643 2813 2813 2813 10863 10863 10863 12366 12366 12366 27591 27591 3345 3345 3345 2799 2799 16525 16525 1841
"OG0001422" 320 10964 10964 10964 14998 14998 14998 2168 2168 2168 14655 14655 14655 9569 9569 5113 5113 5113 7044 7044 7044 10533 10533 10533 31803 31803 4623 4623 4623 3828 3828 4947 4947 3225
"OG0001423" 2257 6338 6338 6338 7081 7081 7081 2544 2544 2544 4656 4656 4656 4852 4852 3464 3464 3464 3922 3922 3922 10686 10686 10686 7672 7672 1705 1705 1705 4252 4252 7853 7853 1352
"OG0001426" 2164 3849 3849 3849 8585 8585 8585 1496 1496 1496 6908 6908 6908 2990 2990 2124 2124 2124 3201 3201 3201 3628 3628 3628 15759 15759 3357 3357 3357 6420 6420 1966 1966 1592
"OG0001429" 1521 3156 3156 3156 17350 17350 17350 1943 1943 1943 44957 44957 44957 12392 12392 13591 13591 13591 5376 5376 5376 53505 53505 53505 80071 80071 5999 5999 5999 1782 1782 17589 17589 1477
