"CCRYP_KC8782" "CDUBI_KC8779" "CDUBI_KC8780" "CDUBI_KC8781" "CGRAY_KC8769" "CGRAY_KC8770" "CGRAY_KC8771" "CHAMU_KC8582" "CHAMU_KC8601" "CHAMU_KC8602" "CNERT_KC8482" "CNERT_KC8483" "CNERT_KC8484" "CRUST_KC8774" "CRUST_KC8775" "CSETO_KC8659" "CSETO_KC8660" "CSETO_KC8661" "CTENE_KC8583" "CTENE_KC8585" "CTENE_KC8587" "OAUST_KC8577" "OAUST_KC8579" "OAUST_KC8580" "OINCO_KC8597" "OINCO_KC8598" "PFALL_KC8497" "PFALL_KC8498" "PFALL_KC8499" "PHORS_KC8784" "PHORS_KC8785" "PLUCI_KC8540" "PLUCI_KC8783" "PPALL_KC8786"
"OG0001300" 56 158.01 211 141.99 70.98 33.54 281.63 14 115 93 92 80.81 146.39 44 247.73 134 76 73 137.24 240.5 77 50 219.99 151.99 225.75 226.65 61.02 24.55 24 22.85 95.73 166.98 103.32 166
"OG0001301" 190 335.55 250.97 1022.13 364.09 375.26 982.26 36 85 178.18 628.7 582.73 520.24 526 530 245 83.77 180 494.16 404.91 175.83 174 573.36 336.38 646.46 716.62 749 785.99 406.77 96 108 62.99 121.41 142
"OG0001302" 28 68 76.62 71 70 44 265 49 44 166 40.8 40.25 166.31 60 78 179.74 183.88 142 215.41 186.25 140.3 121.01 487.98 164.85 1116.29 1025.64 180 291 168 335 391 242 275 108
"OG0001303" 94 222.59 165.45 182.47 383.34 144.16 380.7 32 36.04 230.95 305 261.99 242 79 137.13 131 58 117 351 311 256 108.78 302.43 286.52 140.82 214.65 402.27 277.29 235.31 209 130 178.14 171.83 168
"OG0001305" 119 228.72 224.91 0 388.31 117.5 634.44 0 1.09 50.43 1290.74 925.34 252.91 58.99 138.11 53.73 83.94 57 50.85 30.33 0 60.98 149.12 0 751.75 1070.5 117.18 139.62 271.92 208 203 163.19 123.31 120.29
"OG0001306" 141.7 207 191.97 244.78 342.01 245.44 800.36 36 35 105 109.22 88.55 136.35 58 211.19 132.23 102.45 121.36 234.73 196.29 258.65 89.7 413.54 241.52 242.94 232.16 97 100 58 87.52 112.47 81.91 156.89 154
"OG0001308" 130.92 62 87 108.01 385.04 184.3 859.7 5.73 18.3 86.74 732 544.23 797 15.22 21.08 448.7 433.26 348 164.5 118.43 181.03 51.45 145.99 68.86 150.07 311.32 36 50 37 129.44 130.67 70.05 871.85 90.07
"OG0001309" 82 170.75 217.08 104.9 44.13 5.76 176.69 16 43 84 40.5 55.37 76.58 0 78.05 135 71 131 101.65 58.68 64.1 56.78 1.59 36.26 287.37 312.85 63.74 137.53 76.87 125.48 217.14 99.32 206.47 66.12
"OG0001311" 109 204.65 370.6 514.06 1 2 19 132 416.7 931 0 9 14 65 19 668.62 675.48 1602.21 296.07 454.7 160.82 33 48 51 107.84 221.12 17 54.92 63.13 828 852 311.03 664.76 1918.56
"OG0001312" 250.82 373.91 169.22 67.49 87 179 390.75 3 88.21 65 120 125 163 145 478 124 40 5 98 74 248 72 237 166.7 127.92 168.3 0 57 111 422.05 29 131.24 501.45 102.67
"OG0001316" 39.13 214.29 265.46 252.53 80.66 104.28 112.86 11.16 37 85 9.2 0 5.41 11 19.7 137.53 56.27 118.46 49.28 68.78 23.79 68.56 133.43 102.47 128 149.63 7.47 6.2 44.75 137.45 142.92 26.07 5.13 145
"OG0001318" 282.78 124.91 278.84 271.13 477.43 0 345.51 40 45 116 352.41 195.85 109.7 27 196.29 339 273 307 249.27 204.31 117.73 76.26 221.81 94.51 336.28 503.85 181 113 64 370.94 411 143.72 254.24 211
"OG0001319" 92 56.51 81.3 99.12 113 82 246.01 23 17 45.3 169.99 114 221.01 293 153 102 60 66 208 177 117 51 152.52 94 75.77 15.4 247.47 384.98 555.26 151 172 186.8 103.45 15
"OG0001320" 220 705.37 863.99 585.46 317 248 1221.86 61.84 63 160 183.39 318.16 453.94 14.88 495.56 128.57 452.51 0 995.5 801.08 632 260.72 1119.35 894.31 947.42 1582.22 124.25 142.3 49.16 941.44 832.46 988.36 1529.51 472.91
"OG0001321" 402.29 830 783 714.56 825.51 536.04 1559.67 64.45 29.91 323.32 557.01 462.51 587.79 844.43 649.84 487.6 167.41 129.33 363.2 526.44 135.13 310.21 770.7 539 1276.18 1221.21 2530.43 2491.21 1168.92 444.61 497.24 674.39 605.69 410.46
"OG0001323" 47 1020.93 395.92 273.33 434.28 169.59 195.41 184.76 1012.13 1094.05 706.72 359.32 212.22 397 382 294 300.99 280 832.76 706.07 464.34 267.97 676.88 622.66 1741.98 1715.52 640.4 349.73 63.35 303 274.85 490.98 314.53 551
"OG0001325" 88.18 292.06 342.9 204.84 582.02 460.1 870.55 203 1423.69 1723.97 51.26 428.78 435.82 418.53 160.96 0 135.92 441.61 334.98 102.84 127.5 642.9 863.72 51.58 1122.42 1109.17 179.15 750.59 566.56 19.99 82.23 445.45 153.22 209.29
"OG0001327" 412.77 118.64 684.03 223.93 81.98 221.54 1255.03 15 0 130 62 65 403.42 0 741.49 11.55 97.82 59.84 301.04 246.43 254.64 51.72 215.52 163.27 165.56 257.59 117 122 21 390.75 1144.06 29.9 164.21 440
"OG0001328" 348.13 369.88 690.54 458.71 312.48 83.34 750.81 131 91 279 22.34 21.96 49.6 14.89 151.49 271 165 265.99 353.08 332.05 360.51 0 0 11.2 1456.93 2271.11 354.84 548.08 204.31 456.46 826 233 213 386
"OG0001330" 220.77 474.09 476.41 560.76 1441.83 614.13 3101.03 76.7 104.43 279 249.84 0 390.64 300.88 1948.3 569.27 26.56 174.74 866.76 852.54 343.63 183.73 297.66 127.68 1479.13 2019.7 1320.47 833.18 318.45 1041.49 3.61 361.67 574.57 451.65
"OG0001331" 422.75 172.9 207.73 190.52 36.92 77.59 476.33 58.22 84.85 545.96 52 76 160 1 17 105.42 134.63 256.2 71 306 63 23 143 61 69.23 22.34 15 98.24 186.05 33 49 175.57 7.97 16
"OG0001332" 347 1630 2358 1645 467 151 591 258 454.98 254 585.2 1192.36 1108.76 1113.12 553.53 885.39 2237.22 1309.54 6485.17 4049.18 4801.45 743.12 1995.14 339.85 5433.3 2365.79 366.28 2060.12 2357.7 420 775 1264.34 353.26 1045
"OG0001333" 1308 954.08 1507.33 793.66 106.93 202.99 1443.31 217.76 426.08 750.32 1078.94 1220.85 1725.85 714 2329 96.68 676.02 764.59 2639.96 2089.26 1424.28 403.97 393.2 376.91 4280.47 3905.69 1536 1749.81 1035 1211.15 1086 1234.24 1567.46 1528.03
"OG0001335" 296.81 953.59 1170.2 803.15 979.61 886.04 3366.08 110 268.1 635 717.06 831.91 645.03 72.69 940.59 121.36 265.72 208.68 1225.48 1061.95 666.95 375.72 892.77 754.23 1382.92 1720.85 794.55 255.65 193.89 305.9 424.84 486.28 829.46 868.07
"OG0001336" 133.88 379.17 473.69 665.02 35 96 216.13 92.42 257.19 172.7 398.8 199.4 650.87 467.11 117.83 390.91 139.86 150.39 1379.06 946.93 310.7 343.96 280.03 861.03 725.98 286.5 642.42 674.39 1242.16 91.92 64.08 882.65 36.23 102.84
"OG0001344" 716.92 4162.62 5740.97 4234.41 4355.95 3306.5 15399.7 746.62 81.31 405.86 4546.26 3830.99 6121.63 2223.3 5566.96 3013.32 2285.78 1842.01 1834.25 1738.38 292.55 1599.62 6006.26 4352.11 10060.73 18929.17 291.55 69.33 59.59 5049.98 4236.7 2762.07 6241.73 1261.76
"OG0001346" 89 300.29 442.23 264.95 127.73 30.49 223.7 30 153 106 177 106 266 104 216 40 17 6.84 226 155 190 303 375 171 726 623 45 74 74 432.99 313.01 194.67 821.69 251
"OG0001347" 57 119 278.54 239.19 499.67 585.64 1215.88 232.06 671.01 1565.85 2974.78 2181.79 1530.2 22 44 292.5 398.35 335.15 293.9 233.85 0 302.18 845.28 109.79 1442.21 2046.53 787.68 674.07 1530.09 142 112 372.65 164.18 14
"OG0001348" 39 138.43 214.86 298.11 61.61 72.78 315.29 20 55 80 190.06 234.07 172.18 124 127 156.97 112.47 86.77 589.06 443.58 204 172.82 841.96 363.27 671.96 572 362.19 405.25 174.04 117.97 125 448.51 219.29 75
"OG0001349" 0 315.54 307.86 274 459.02 303 1141.42 43 118.29 190.88 180 205 200.99 78 354 155 138 90 294.4 281.05 156.21 116.68 875.27 382.64 432.91 504.36 271 168.3 108.34 184 167 110 165 52
"OG0001350" 11 73.52 413.59 222 91.51 42.83 143.85 12 56.38 100.04 61.97 518.7 260.96 121 148.92 472.34 208 224 206.21 254.72 245.45 183.83 331.34 159.52 748.2 283.8 27 47 55 89.56 12 64.43 239 65
"OG0001351" 170.2 947.98 745.92 823.41 860.54 397.98 2657.78 199 317 627.99 303.01 319.84 462.27 615.83 858.1 1049.46 785 892 1241.64 1163.56 1021.22 136.01 910.23 522.69 1652.68 1400.19 920 1215.83 692.93 236.12 588.26 754.14 455.74 933.44
"OG0001352" 18 237.07 271.54 0 112 122 491 25.76 15 434 41.88 39.87 265.46 287 285.39 94 40 83 324.8 283 231.28 87.17 86.24 69.56 747.2 968.15 293.58 95.04 83.38 502.78 245.13 196.75 312.59 187
"OG0001353" 39 130 133 36 23.96 0 18.74 19 68.36 143.64 80 118 138.37 12 137.98 80 89 68 143 48.12 59.51 30 144.92 118.02 49.1 14.68 99 80 41 152.45 210.97 112 179.53 69.25
"OG0001354" 22 31.09 24.27 3.35 770.36 419.02 561.09 149.11 54 694.55 1676.92 886.65 252.41 36.66 174.05 197 190 210 648.09 403.53 76.62 139.58 982.42 801.33 1561.8 1917.03 3001.92 702.03 699.7 145.95 252 477.5 433.44 71
"OG0001355" 67 408.22 271.99 186.68 24.64 0 85.44 14 153 127.44 555 925.47 628.38 177 318 175 162 96 217.16 93.81 0 95 534 627.97 446.34 448.45 142 130 95 171 195 338.96 271.13 132.3
"OG0001357" 177 433.69 661.32 137.67 367.05 171.57 1048.34 48 209.75 330.05 106.35 194.88 188.17 76 278 233.75 108.07 99.23 273.97 329.04 231.44 48.45 360.74 147.26 564.24 854.64 114 123 64 456.19 477.91 404.18 622.21 285
"OG0001358" 4597.17 7303.38 7760.16 4727.3 2450.91 2371.77 9248.33 1624.2 4318.08 5873.94 2450.96 3876.31 3458.49 2704.37 5917.54 4265.29 3387.3 2066.57 592.31 2328.67 2034.83 155.09 1514.3 683.26 11718.15 12324.68 2173.25 2663.1 1789.55 3090.78 5774.38 7816.23 7913.45 8120.21
"OG0001359" 78.03 19.72 232.16 229.66 275.81 249.76 1480.57 53 14 197 139.6 143.73 551.43 385.96 1162.79 447.08 258.4 431 691.01 615 571 135 644 294 194.59 814.19 110.36 214.74 140 551.34 1068.12 287.4 701.78 720
"OG0001360" 106.47 121.78 168.42 81.94 71.07 35.47 110.76 88 280 473.29 244.04 521.23 806.32 263 132.52 406.15 112.74 194.2 1133.93 913.55 437.98 101 238.32 227.25 19.13 103.47 163.79 190.13 60.65 138.48 0 370.23 126.53 447.3
"OG0001361" 522.32 963.83 866.87 906.32 649.98 501.59 2067.9 59 48 153 470.18 611.85 839.58 126.52 918.4 702.87 461.29 506.9 1472 1409 1053 379.73 1383.22 868.93 599.08 1165.5 619 922 504.56 481.73 533.17 645.35 562.33 563.72
"OG0001362" 76 118.87 151.2 120.64 243.99 146 749 25 33.08 79.92 79 106 268.67 109.55 327.3 181 156.37 196.73 202.41 203.79 103 31.73 160.63 118.12 92.92 195.53 208.24 12.66 0 128.6 222.49 84.42 164.95 202
"OG0001363" 112.73 50.64 71.01 144 136.08 102.02 422.56 19 176 224 27 39 119 107 29 86.36 16.99 121.62 257.94 184.46 320 59.89 145.06 122.1 86.08 76.75 14 79.02 125.32 101 54 93 248.87 128
"OG0001365" 182.7 165.57 124.3 86.12 135.23 103.79 507.74 0 9 39.67 169.25 191.19 235.6 77.7 218.37 113.95 110.82 88 90.96 30.52 171.43 73.01 323.27 294.01 475.17 634.86 44.44 130.13 97.39 184.57 146.13 196.64 346 24.17
"OG0001367" 72 233.47 149.32 90.08 245.33 353.5 567.46 37.98 144.67 438.28 348.47 560.91 264.79 52 134.18 170.6 108.08 136 378.04 209.45 33.4 109.58 535.69 484.24 295.78 223.09 127.46 95.95 0 835.46 239.99 196 404.43 339
"OG0001369" 268.58 301.63 276.57 285.27 243.13 146.82 619.44 6 21 64 336.62 232.79 332.26 59 255 457.81 178.99 139.2 116.85 94.09 69.4 271.01 818.51 570.75 333.79 414.75 53.28 146.98 100.09 475.78 308.04 85.66 301.89 268.51
"OG0001370" 169.83 109.94 103.09 32.67 58.97 41.23 189.03 45.6 56.85 161 86.57 81.58 342.7 207.8 481.92 1272.6 525.04 712.67 172.18 298.42 229.83 96.2 285.53 345.87 3859.53 1777.02 1025.92 802.69 697.27 157.61 71.68 107.89 652.55 105.01
"OG0001371" 252.93 79.19 65.11 96.6 235.99 90.8 633.7 3 20 15 301 272 514 65 241.89 194.07 104 83 162.74 133 132 49.23 227.3 170.03 389.11 667.83 197 121.92 101 532.32 406 78 440.56 123
"OG0001374" 485 290.41 495.09 265.97 1166.41 411 1968.32 29 81 291 1841.33 1443.49 1630.4 85.23 476.58 808.51 570.38 340.02 394.4 316.69 272 176.68 837.4 749.49 557.72 458.62 130 70 35 1229.91 690.33 428.41 1310.64 703.79
"OG0001375" 142 72.07 148 168.37 150.35 45.45 160.65 50 25 185.03 126.67 111.88 385.68 0.17 289.32 150.5 182.5 36.72 433.99 406 175.2 96.95 388.77 244.35 401.73 573.89 285 308.51 261.46 674.46 723.07 311.81 510.98 425.69
"OG0001376" 286.97 147.46 264.52 142.38 55.17 60.49 234.8 95 101 177 135.5 0 167.4 182 215.48 196.41 120.66 286.43 365.17 330.14 192.34 102.85 289.19 250.71 114.64 343.29 242.49 349 166.45 344 419 142.6 248.97 270.26
"OG0001377" 1379.36 60.78 84.27 126.56 252.58 85.49 759.3 17.26 94.15 140.32 13 33 69.56 48 238.96 7.12 40.14 69 68.54 136.23 10.59 10 35 23.98 12 3 55 65 90 428.31 363.17 1689.55 1323.69 389.96
"OG0001378" 330.99 410.05 364.27 67.62 492.45 64.88 895.38 63.38 218.87 341.83 397.25 392.37 871.74 0 565.18 331.56 241.31 211 306.12 181.12 302.48 107.95 509.89 348.18 1009.5 715.86 95 110 37 505.68 505.41 178.62 164.69 526.01
"OG0001379" 349 214.95 399.51 172.63 67.61 96.09 599.79 105.29 235.14 367.11 136.99 102 375 42 73 260.39 190.33 287.52 392.23 335.76 448.32 111.03 556.92 309.36 709.37 563.51 77 73.3 30 504 743.9 201.17 976 407.01
"OG0001381" 172 611.16 660.01 613.6 294.2 133.01 238.97 115.3 465.57 698.23 1006.21 1519.45 1035.26 133.7 568.13 120.31 126.29 93 314.96 58.28 127.74 106.22 428.96 152.77 1206.75 788.43 228.01 296.3 404.5 185 209 703.88 947.57 0
"OG0001382" 108 130.97 233.56 172.29 225.01 224.01 1377.11 4.08 40.98 179 123 36.82 309.49 10 108 87 61 65 277.99 252.1 174.47 56.99 368 148 490.06 957.32 156 247 207 235.64 533.01 169 374 210
"OG0001383" 286.85 1964.59 2291.92 1307.53 1420.37 786.7 3985.92 263.83 970.19 838.64 2384.97 2515.03 1428.29 388.9 1439.56 1235 1136.04 671.58 2011.77 1953.75 1164.09 316.03 1214.59 884.11 2577.23 3672.89 1218.5 1186.36 599.31 1888.38 1693.09 1551.67 1453.23 531.94
"OG0001385" 3448 742.39 2105.19 1952.02 1751.04 944.24 6333.71 525 695 2458 1987.96 1223.03 4561.89 903 2490.44 623.93 176.11 960.74 2436.36 1755.28 4510.13 745.13 1914.22 1117.02 1687 3353.17 1579.13 1187.56 1272.09 3115.61 5043.53 1197.4 6472.47 3454
"OG0001386" 3 242.99 232 213 201 126.68 736.95 1 30 53 275.09 165.6 267.44 68.54 404.58 117.18 32.63 4 204.25 164.31 228.85 82.15 201.43 154.48 366.14 133.69 220 110 246 228 166.33 171 363.92 260.55
"OG0001401" 129 254.77 268.47 229.6 97.92 40.9 444.27 16 60 126 122.17 80 247 94 402 66.57 36.02 54.39 336.18 351.57 377 95.38 322.46 72.24 869.76 1012.18 133 133 58 119 135 90 197 103
"OG0001405" 73 199 613.47 458.22 409.9 238.32 825.47 72.97 248.24 516.35 411 535.03 818.27 191 427 232 321 264 712 597 360 263 762 872 803.37 906.34 239 269 105 101 250 286.02 240.4 12
"OG0001407" 224.99 42 110 85 54.48 12.27 332.52 60 123 168 10 16 20 94 219 150.61 237.48 151.16 80 55 80 91 135.21 136.44 45.65 154.19 19 87.4 45 71 162 88.56 121.96 236.77
"OG0001408" 268.27 140.87 97.76 199.46 0 37.89 39.79 21 45 55 25 92.54 183.08 185 537.87 157 126 73 98.74 48.01 18.42 0 140.64 0 358.21 464.79 159 215 126 210.88 304 212 349 75
"OG0001409" 150 81.45 88.55 150 122.09 91.99 520.48 7 3 37 36 32.2 78.9 156.83 260.77 204.73 146 131 231 206.99 132 81 301.56 199 588.84 705.13 91 45 24 127 146 165.75 304.98 47
"OG0001410" 14 344.02 285.44 375.5 69.77 35 264.75 11 4 7 139.39 186.76 364.63 30.79 341.32 148 104 57 476.16 474.55 316.14 91.74 349.8 208.78 944.87 850.71 35 224.83 29 80.11 100.33 159.13 127 18
"OG0001411" 51 169 203 227 109.72 44.72 422.01 27 28 117 127 168 251 88.12 195.76 64.9 68 58 297.59 212.69 89.16 47 102.6 100.55 119.91 177.66 370 389.28 203.49 145 211.26 4.47 17.29 221
"OG0001412" 17 177 190 142.01 109 50 261 1 20 43 211.22 165 161 20 94 60 61 39 151.42 98 118 41 108.84 110.21 77.73 176.92 59 31 17 135.43 175.21 76 173 63
"OG0001413" 720.51 984.26 598.07 232.36 570.58 379.89 2365.59 154.67 410.09 549.4 1048.89 1196.68 2296.43 0 214.47 774.12 686 647.33 1374.1 980.21 495.04 479.7 1061.59 519.86 3393.23 4041.37 1395.61 1419.28 809.51 1595.76 1477.91 411.19 1270.59 0
"OG0001414" 45 63.36 90.18 59.77 127.89 155.83 466.57 5 6.37 93 109.12 161.87 148.95 18 178.19 66 75 39 160 95 75 36.69 90.86 110.57 130.01 127.11 40 39 13 256.45 107 86.52 255.03 26
"OG0001415" 79 216.24 433.07 246.08 55.84 89.61 438.21 84.57 85 299.06 68 7 316.02 3582.56 7520.38 434 516 1024 646.46 622 356 195 518 703.99 558 1041 255 435 161 107 290 429 466 1
"OG0001416" 73 47 80 30 144.96 3.24 250.13 1.43 27.53 32 37.99 57 147 0 90.53 28 37 41 94 112.45 29 45.13 395.5 144.95 400.55 986.77 30 21 15.63 100 110.53 52.15 136.73 94
"OG0001417" 172 216 226 115 77 42 151 21 22 14 42 49 52 99 488 56 37 18 330.51 254.99 1030.96 158.71 304.8 293.62 180.64 186.16 30 120 168 734.89 163.74 181 415 81
"OG0001418" 571 977.51 749.26 1209.11 1082.08 635.34 2855.21 373.18 569.84 1028.09 2087.64 1835.8 2488.21 499 2033.47 978.12 805.23 416.69 1622.24 1281.05 1095 54.76 250.82 30.39 2455.22 3311.39 470.5 454.47 269.82 1656.96 1441 937.58 2161.34 1284.54
"OG0001419" 126 181.88 216.12 135.65 359 0 724.49 35 166 324 100 83.46 101 81.88 211.21 108 74 143 80.45 111.23 121.82 240.28 1003.14 860.39 1537.61 2609.01 35 34 6 172.77 136.41 98.27 179.65 62
"OG0001420" 225.01 221.51 139.23 614 174.35 37.37 257.76 17 27 59 242.77 369.34 407.75 0 197.27 361.67 183.15 141.72 122.13 126.88 199 70 309 250 391.4 744.33 137 117.78 95.09 381.08 376 178.1 217.87 150.81
"OG0001421" 148.81 701.34 410.47 253.99 294.52 159.4 811.33 143.84 267.69 455.61 180.8 238.99 300.88 54 189.8 443.92 184.29 288 415.77 423.31 459.58 167.66 529.64 630.89 825.32 900.26 237.94 324.13 291.4 340.08 389 31.3 272.4 169.96
"OG0001422" 22 488.91 393.32 253.28 183.6 186.39 1106.29 48 102 148 102.51 158.01 319.04 70.19 744.25 184.58 149.17 114 276.06 61.02 53.37 65.4 235.32 248.76 779.93 1075.15 323.04 327 76.94 178 223 292 412 186
"OG0001423" 205 212.35 322 223 209.77 52.75 393.9 34 80.96 300 202.7 162 223 20 351 346 154 135 377.72 256.75 198.25 164.01 641 350 460.97 516.33 71.72 49 54 213.19 81.78 123.42 156.79 84
"OG0001426" 107.6 172 195 221 280.99 140 854.75 12 54.97 69 290 211 406 20 134 137 98 74 189 162 144 35 192.58 129.11 370.01 530.67 111 86 38 284.99 134 37 164 32.02
"OG0001429" 206 110.28 82.21 92.09 890.01 498.83 3385.3 57 124 154 862.47 1001.46 2498.75 189.71 529.56 226.29 227.88 283.76 212.54 423.32 426.53 334 826.7 418.69 1180.48 1366.95 518.72 781.02 364.32 156 253 355.81 529.61 146
"OG0001430" 120 219.99 166.31 243 296.38 155 550.01 34 115 210 95 101 200 160 235.73 161 49.47 202 249 182.01 114 99 336 205 568 598.63 151 223 84 218 147 131 224.85 158
"OG0001431" 656 80 280.77 262 51 0 176.74 19 20 79 62 34 482.35 39 251.44 119 109 188 185.84 138.51 154.67 59 240 187 0 12.61 123.63 108.79 61 215.17 269.7 126.28 451.35 218.85
"OG0001432" 74 140.87 35.45 82.65 24.08 77.93 185.29 0 23 51 241.14 82.43 212.15 185.43 390.5 89.32 59 96.68 154.98 139.14 83.92 69 200 145.78 61.27 57.94 147.02 372.03 155.94 74 77 96.66 127.3 80
"OG0001433" 304 317.54 363.43 282.03 873.96 406.23 1375.2 91 243 518 462 589 501 294 468.91 220.7 166.99 87.99 402.76 333.33 289.45 157.05 478.76 276.16 763.37 1086.95 135 130 98 472.42 348 197 459 437
"OG0001434" 264 283.39 12.64 0 386.32 137.42 145.52 39 38 250 368.94 498 1203 118.12 667.42 656.59 421.68 396.93 716.02 560.72 260.8 50.19 232 207.81 953 1320 195 449 243 66 262.62 348.35 480.93 426.29
"OG0001435" 91 357 446 528 197.01 113 660.08 43 128 191 429.72 60.07 366.84 107 255.78 107.66 75.87 34 286.7 221.81 154 56 174 207 554.88 932.99 35 31 29 27 17 131.86 327.44 18
"OG0001436" 89.83 496 628.26 576.67 400.98 240.38 808.61 115 117 148 383.26 443.07 688.62 74.98 679.58 105.64 4.63 110.19 198.02 271.98 306.23 151.83 138.81 30.03 939.63 1021.21 542.01 656.06 343 445.16 112.03 287.37 416.4 208
"OG0001439" 305 12.49 184.05 51.94 293.94 84.15 1088.69 26 0 120 18 0 148 79 702.01 191 147 209 256 255 206 78 218 171 266 575 99 174 53 181 555.4 99 374.33 314
"OG0001442" 2472.22 267.45 379.57 106.32 218.18 106.89 538.28 25.11 171.69 147.56 78.03 74.31 163.84 132.24 1007.69 0 0 6 1503.06 1713.64 836.57 38.11 131.22 139.59 1162.16 1258.73 12.21 49.12 31 418.7 439.15 468.94 690.73 63.18
"OG0001443" 474.84 251.84 783.81 870.02 408.77 201.89 2018.66 8 31 86 224.47 43.23 439.52 73.07 232.95 297.86 432.15 559 445.17 399.89 387 103.62 548.88 542.49 660.75 1914.93 826.19 1182.59 852.33 783.05 1030.03 328.97 648.19 1064.1
"OG0001447" 127.51 390.44 454.49 160.31 488.67 181.84 579.07 30.33 110.53 70.82 151.36 40.6 114.46 108.32 640.66 141 143 157 2190.39 1784.98 1026.6 190.58 925.04 332.5 505.77 428.63 232.11 263.91 206.43 50.51 0 337.63 841.43 247.43
"OG0001448" 1227.08 216.41 155.33 627.25 577.39 309.31 1257 0 189.68 0 800.59 454.88 1586.19 206.34 550.86 414.38 399.67 182.76 1901.36 1290.83 491.65 521.04 1844.51 1831.98 4111.49 8174.8 643.25 336.11 397.98 2112.96 707.09 349.08 1097.5 468.95
"OG0001450" 163 144 188.06 154.76 56.6 61.27 299.59 0 34.74 80.07 25 0 87.71 226 523.07 203 117.01 187 208.11 193.98 232 45.14 188.24 115.54 378.27 982.92 226 269 123 82 221 236 407 138
"OG0001451" 401.98 483.66 3122.13 3203.4 1608.64 2049.31 7397.01 91 117.81 479.24 917.79 673.29 1766.57 1168.85 2015.02 1807.87 936.57 1248.32 1627 1136.41 1431.67 161.78 805.54 850.66 234.68 419.29 1266.21 1009.59 778.65 269.15 122.08 542.03 1668.54 1362.25
"OG0001452" 442.39 1066.97 689.05 701.68 817.5 400.6 1924.42 0 210.44 548.24 2476.69 2364.08 2562.51 773.95 1508.86 596.3 373.23 407.38 463.29 490.16 810.46 223.43 683.85 458.1 1196.56 1447.11 1054.83 544.77 398.34 867.98 332.68 339.25 792.68 246.04
"OG0001453" 1964.68 224.96 1817.42 1025.01 1381.17 544.63 4904.11 506.31 1108.69 1864.91 948.66 976.71 2057.13 22.74 1300.9 3050.2 2213.2 1433.53 436.81 407.95 596.49 72.85 371.11 1114.83 1416.32 1783.32 327.49 384.64 253.55 670.47 3354.75 63.17 889.22 1067.05
"OG0001462" 69 63 61 109.21 118 38.48 237 11 4 12 118 82 277 93 171 149 154 58 260.24 329.58 128.76 26 103.14 57.06 302.27 551.23 89 72 58 102 137 183.99 147 88.83
"OG0001464" 17 40 49 55 40 22 121.03 14 38 64.17 58 66 143 19.03 73.27 30 16 12 190 215 56 19 123.4 33.54 230.14 104.76 33 147.17 70.26 60 35 106 81 17
"OG0001465" 39 118 208 234 178.27 102.86 429.38 16 8 30 82 92.01 249.19 167 364.15 160 52 51.36 282.87 65.12 90.62 78 276 180 82.26 178.59 156.48 159.1 103.31 153 133 146.09 113.21 166
"OG0001466" 101.12 84 113 216.23 124 78 414 25 18 112 472.59 511.8 827.34 57 120 171 87 91 276.6 225.85 137 44 217 122 993.82 1230.01 341 321 306 245 278 184 244 153
"OG0001467" 233 92 275 292 153.64 52.48 399.51 11 4 14 52.48 13 167 54.1 271.33 176 197.27 145 194.12 190.32 93.84 13 54 24 344.99 751.05 93 98 75 263.51 274.62 146 193.3 210.99
"OG0001469" 168 116 108 170 192.4 35.96 333.78 21 3 46 120 177 192.01 8 343 77 44 57 202 167 100 55.02 247.53 107.12 469.12 420.18 378 176 149 172 68 148 202.01 233
"OG0001470" 56.66 395.56 483.95 709.94 144.01 112 648.07 38.7 66.44 247.46 368.28 311.09 379.82 47.81 500.95 296 148.54 152 327.42 247.92 213.13 54.5 24.04 125.49 551.98 815.53 419.86 364.48 263.99 273.47 239.13 195 283.12 150
"OG0001471" 113 94.12 101.36 45.11 139.73 164.15 512.89 6.94 116.06 111.73 153.46 221 235.89 56 417.04 96 102 34 254.84 257.03 221.22 0 0 25.22 37.62 233.11 49 27 6 169.27 156.01 64.36 234 93.98
"OG0001473" 187 141.53 220.75 77.15 209.68 82.92 423.96 35 103 204 322.99 517 424 23 69 153 130 89 326.51 172.38 210.79 125.54 472.81 330.81 512.18 1253.63 274.45 184 75 254.41 80.23 160.22 148.36 105
"OG0001474" 66.12 136 146 71 22.62 0 4.54 4.42 29.2 127.92 99.59 86.3 188.74 74 146.85 93 90 137 147.52 310.34 169.7 20.88 24.46 52.18 256.21 158.09 0 0 0 334.1 490.17 118 105 121
"OG0001475" 12 193.44 352 340 162.3 33.69 156.15 42.2 12.69 6.79 131.98 213.4 80.62 140.8 102.41 21.83 19.93 37.32 360 303 178.33 36.26 42.87 37.17 33.38 52.65 23.21 167.91 76.18 0 8.97 43.93 9.14 25
"OG0001476" 187.67 167 559 439 395.1 193.34 1508.13 8.89 14.72 24.52 32 27 232 5.09 36.73 327 273 222.76 0 223.41 0 55.63 178.71 70.62 91.25 348.26 334.65 355.57 208.96 365.01 845.01 120.33 88.84 455
"OG0001477" 516 64 40.45 103.74 227 99 338 22.01 21 30 251.75 324.65 291.07 208 375 53 97 73 407.32 274 237 56 230 122 1702.27 1934.46 124 261 230 228 67 338.07 355 33
